Platform,Product Name,Date,Rating,Review Text
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2025-02-12,2,"Очень жидкий, как-будто разбавили водой. Качество у данной марки хромает."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2025-02-05,5,Отличный.
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2025-01-16,5,Очень понравился!
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-12-24,5,очень нравится. нежный и вкусный йогурт. легкий и воздушный
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-12-23,4,хороший
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-11-28,5,Нам нравится
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-11-16,2,вообще не вкусный
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-10-30,5,Отличный. Вкусный.
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-10-11,5,"хороший,не жирный и не кислый"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-10-03,5,"вкусный йогурт. прекрасное качество, достойный вариант для завтрака👍🤗"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-08-16,5,хороший
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-08-08,5,отчетливо чувссвуется клубника. вкус свежей приятный и натуральный. состав очень порадовал отсуствием имульгаторов и т.д. подсадила на эти йогурты всю семью. хочу попробовать и другие вкусы :)
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-07-20,5,вся продукция очень нравится и детям и взрослым! спасибо производителю!! а ленте-👍 за цену
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-05-23,5,Очень вкусные творожки 🧁
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-05-20,5,Очень вкусный йогурт без кусочков.
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-05-03,5,"Йогурт отличный. Очень нежный, вкусный, в меру сладкий. Рекомендую."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-05-03,5,"Вкусный нежный биойогурт. Использую в качестве лёгкого быстрого перекуса или на завтрак.  Также нравится красивое оформление упаковки, удобный формат."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-30,5,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г, Россия, 125 г Очень вкусный,  не приторно сладкий"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-30,5,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г, Россия, 125 г Очень вкусный,  не приторно сладкий"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-30,5,"Вкусный йогурт, не жидкий, удачное сочетание вкусов, в меру сладкий, не приторный."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-30,5,"Очень удачное сочетание фруктов, отличный натуральный состав"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-30,4,Вкусный йогурт. Яркий вкус. Но в последнее время какой-то створоженный. Раньше такого не было.
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-30,5,"Вкусный, не дорогой, ребенку нравится)"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-28,5,"Вкусный, не дорогой"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-28,5,"хороший состав. сахара умеренно. живой, хорошо сквашивает"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-28,5,Качественный и легкий продукт для перекуса! Хороший состав и консистенция! Приятный вкус клубники и банана!
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-28,5,Сладкий вкусный йогурт для повседневного питания
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-28,5,"Йогурт очень вкусный, очень нравится, беру его постоянно, он незабываемый"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-27,5,"Нежный, мягкий йогурт. Хорошая цена"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-27,5,"Идеальный йогурт! Гармония вкусов-клубника и банан! Как и все йогурты этого производителя жиденький, но вкус обалденный!"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-26,5,"Отличное сочетание вкусов-клубника и банан! Дети очень любят его! Слегка жидковат, но очень сытный!"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-26,5,"Достойный йогурт, лучший среди конкурентов"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-26,5,Хороший йогурт! Отличное решение для завтрака
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-26,5,Хороший йогурт. Вкусный. Покупкой доволен.
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-26,5,Очень вкусный йогурт с натуральным составом и приятной консистенцией. Будем брать ещё.
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-25,5,нежный и ароматный йогурт
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-25,5,"Беру внукам этот йогурт, им очень нравится.Хороший состав.Советую к покупке."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-24,5,"Хороший, вкусный йогурт"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-21,5,"Отличный йогурт, вкусный - рекомендую!"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-20,5,"хороший йогурт, в меру жирный и насыщенный при этом"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-20,5,"очень вкусный, натуральный состав, приятная цена"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-19,4,относительно цены и качество. берём иногда
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-18,5,"Неплохой йогурт, можно разбавить с натуральным, чтобы был не таким сладким)"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-17,5,"Вкусный , беру детям , кушают хорошо"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-17,5,"консистенция приятная,вкус натуральный,можно рекомендовать к покупке. Размер упаковки бы побольше!"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-15,5,"очень хороший состав, вкусный, я доволен"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-15,5,"вкус отличный, не сильно сладкий, за свою цену просто супер) рекомендую!"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-10,3,вкус и консистенции не понравились
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-07,5,Вкусный йогурт по приемлемой цене ! Хороший состав
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-07,5,очень вкусно
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-06,5,"Отличный йогурт с натуральным составом. Неприторный. Конечно, хотелось бы без сахара, но увы."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-06,5,"натуральный вкус, приятная консистенция , не густой , т.к без загустителей?"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-06,5,вкусный йогурт. цена=качество соответствует)))
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-05,5,"натуральный, вкусный, рекомендую к покупке"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-05,5,Вкусный и нежный йогурт
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-05,5,"вкусный, не слишком сладкий, не очень густой, понравился"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-04,5,"Самый вкусный йогурт!Сытный,в меру сладкий.На завтрак отлично подходит."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-04-04,5,"попали на дегустацию в магазине, понравилось, стали покупать"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-03-31,5,с кусочками фруктов
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-03-24,5,с кусочками фруктов
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-03-16,5,
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-03-16,5,Очень вкусные творожки
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-03-02,5,"Прекрасный йогурт, очень вкусный."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-03-02,5,"Прекрасный йогурт, очень вкусный."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-02-21,5,Вкусный.Ребёнок есть с удовольствием.
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-01-12,5,Вкусный  По акции цена приятная
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2024-01-04,5,вкусный йогурт 2.8 процента. С кусочками фруктов.
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-12-31,2,"йогурт очень жидкий, неоднородный, с какими-то неприятными включениями, есть не смогла"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-11-10,5,вкусный
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-10-02,5,Вкус нравится
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-09-25,5,хороший
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-09-19,5,"Легкий, приятный продукт"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-09-12,5,"Жирность маленькая, сахара мало, но все равно сладкий и вкусный. Рекомендую."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-08-19,5,Вкусно
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-08-14,5,"Вкусный йогурт,но жидкий"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-06-19,5,"Практически всю молочку покупаю этой фирмы, йогурт в нашем магазине появился недавно, вкус замечательный, в меру сладкий, наполнителя достаточно. Будем брать. Только бы не испортили продукты."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-06-18,5,Вкусный йогурт!
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-06-02,3,"жидкий, много сахара."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-05-25,5,"Новый йогурт, мне понравился. Густой, не приторный, с кусочками фруктов."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-05-23,5,"очень неплохой йогурт, по доступной цене, в меру сладкий, в меру жирность, вкусовые качества тоже вся семья оценила! рекомендую!"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-05-08,4,"В целом хороший йогурт. Понравился состав. Не слишком сладкий. Но мне сочетание клубника банан пришлось не по вкусу. В этой линейке есть более вкусные, на мой взгляд"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-03-30,5,"легкий и нежный вкус йогурта,в нашей семье всем очень нравится ??"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-03-23,5,"Взяли по акции попробовать,оказался очень вкусный йогурт натуральный состав,но немного жидковат ,некритично, советую!!!"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-03-22,5,"Взяла впервые. Детям понравилось, сказали бери еще"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-03-20,2,Мало фруктов. Жидкий.
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-03-16,5,Понравился брала впервые
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2023-01-29,5,"Вкусный и нежный йогурт, правда, как было уже сказано, жидковат"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2022-10-11,5,"отличный йогурт, рекомендую"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2022-10-05,4,Очень жидкий и маленький. Хотя всю остальную продукцию этой фирмы обожаю.
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2022-08-26,5,Клубника-банан - топовый вкус!
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2022-08-18,5,"понравился. вкус можно чуть усилить, но это, видимо, будет уже не натуральным.  у этого йогурта вкус очень естественный, чем он несомненно хорош"
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2022-08-07,5,Нежнейший йогурт и очень вкусный. Аромат клубники и банана очень аппетитный)
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2022-08-05,5,Люблю клубнику и  бананы такими какие они есть в реальности а ещ
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2022-08-05,5,Мне нравится
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2022-08-05,5,"Хорошее сочетание клубники и банана, в меру жидкий и надеюсь что полезный (в составе не нашла Е-шек)."
Лента,"Биойогурт ЭКОНИВА Клубника, банан 2,8%, без змж, 125г",2022-08-04,5,полностью натуральный состав - то что надо в нашей жизни и у этого йогурта он есть!
